Hi.	嗨。
A modern prison has replaced the Victorian one.	一所现代化的监狱取代了那所维多利亚时代的监狱.
A new upsurge in construction is in the making.	一个建设的新高潮正在兴起。
A number of houses were burnt down in the fire.	在火灾中，好些房子给烧毁了。
A peasant revolt, especially a very bloody one.	农民起义，农民暴动农民暴动，特别是指血腥大暴动
A penalty clause was written into the contract.	在合同中写入了一项罚款条款.
A politician who beats the drum for liberalism.	一个竭力鼓吹自由主义的政治家
A preliminary draft or record of a transaction.	条约草案合约的预备性的草案或纪录
A profit obtained from an investment; a return.	投资的收益投资获利；回报
A province has broken away to form a new state.	有一个省脱离了旧政府而另组新政府。
A small cave was the only refuge from the cold.	小洞穴是唯一的避寒处。
A sudden attack made from a concealed position.	伏击从隐蔽地点进行的突然袭击
A truck was standing in the middle of the road.	路中间有一辆卡车。
A tsunami is coming, so please be on the alert.	海啸来了，密切注意啊。
A wise candidate should have the media in hand.	一个明智的候选人应该把传媒控制在手中。
After the revolution, France became a republic.	革命之后，法国成为了一个共和国。
Air pressure forces the water through the pipe.	空气压力使水通过管道.
All I have to do is persuade him to go with us.	我只要做的就是说服他跟我们一起去。
All our teachers were young and loved teaching.	我们所有的老师都很年轻并且喜爱教学。
All the applicants were interviewed one by one.	所有的申请者一个接着一个参加面试。
All you have to do is to take care of yourself.	你要做的只是照顾好你自己。
An early form of cannon that fired stone balls.	射石炮早期发射石弹大炮的一种
An inherent ability, as for learning; a talent.	天资天生的能力，如学习；天资
An old Greek statue was dug up here last month.	上个月在这儿挖出了一尊古希腊雕像
Answer with a plain "yes" if you agree with me.	如果你同意我的意见，就明白地回答“是”。
Any of several other related or similar melons.	其它与此相关或相似的一种瓜
Are you sure you don't want me to say anything?	你确定要我什么都不说？
As far as I'm concerned, things are going well.	据我所知，事情很顺利。
As he is a parson, he has to respect the cloth.	由于他是牧师，言行须顾虑到自己的身份。
Attracting and holding the attention; striking.	醒目的引人注意的和给人深刻印象的；引人注目的
Behave yourself; don't make a fool of yourself.	注意你的举止, 别闹出笑话来。
Between you and me, I think our boss is stupid.	我觉得我们老板很蠢，这我就只跟你说。
Black coffee leaves a bitter taste in the mouth	不加奶的咖啡在嘴里留下了一些苦味.
Britain concluded a trade agreement with China.	英国和中国签署了贸易协定.
But it do not go to the head as some drinks do.	但它不想某些酒那样上头。
Can you explain the exact meaning of this word?	你能否说出这个词的精确意思?
Can you give me any information on this matter?	关于此事，你能给我提供什么消息吗？
Can you quote (me) an example of what you mean?	你能否（给我）举个例子, 以说明你的意思?
Caution is the essence of that man's character.	谨慎是那人性格的本质。
Children of six and above should attend school.	六岁及以上的小孩应该上学。
Children's shoes aren't cheap quite the reverse	儿童的鞋并不便宜--反而更贵.
Christmas is an important feast for Christians.	圣诞节是基督教徒的一个重要节日。
Cities are exciting places, but also stressful.	城市是令人兴奋的地方，但也会让人产生压力。
Credit counseling helped us get out from under.	信用咨询使我们免除了忧虑
Crushed bones make one of the best fertilizers.	碎骨是最好的肥料之一。
Customs include food, celebrations and dancing.	风俗习惯包括食物，庆祝和舞蹈。
Cycle across America? Sounds a bit dodgy to me.	骑自行车横越美国? 听起来有些冒险.
Despite all our efforts we still lost the game.	尽管我们尽了全力，我们还是输掉了比赛。
Did you see any elephants in the zoo last week?	上星期你在动物园里看到大象了吗？
Did you see the house across the train station?	你看到火车站对面的房子了吗？
Did your brother play in the park this morning?	你弟弟今天上午在公园玩耍吗？
Director Liu, in the chair, opened the meeting.	刘厂长主持会议，宣布开会。
Do you ever dream about flying through the sky?	你曾经梦想在天空飞翔吗？
Do you know the locations of the British Isles?	你知道不列颠群岛的位置吗？
Do you think the weather will be fine tomorrow?	你觉得明天天气会变好吗？
Do you want an import brand or a home-make one?	您想买进口的还是国产的？
Does this letter have to be written in English?	这封信必须用英文写吗?
Don't ask her any questions about her marriage.	不要问她任何有关婚姻的问题。
Don't forget to cable us as soon as you arrive.	别忘了一到就给我们打个电报.
Don't pull the pages so hard or they will tear.	别那麽使劲扯书页，那会撕破的。
Don't stand under a tree during a thunderstorm.	在雷雨期间不要站在树下。
Don't worry about the motor.You'll get it back.	不要担心马达，会还给你们的[找到的]。
Driving without headlights at night is illegal.	夜晚行车不开亮头灯是违法的.
Effort or ambition to equal or surpass another.	竞争，好胜心争取赶上或超过另一个的努力或野心
English was the only foreign language required.	那时英语是唯一必修的外国语。
Epidurals are now often used during childbirth.	现在分娩时常用硬膜外注射.
Even if I were rich, I wouldn't give him money.	就算我富有，我也不会给他钱。
Even though you do not like it, you must do it.	即使你不喜欢这工作，你也得做。
Every room in the hotel has a private bathroom.	旅馆中的每个房间都有一个单独浴室。
Every time I read the Bible, I am deeply moved.	每次我读圣经都会被深深地感动。
Everything is at sixes and sevens in the house.	家里现在乱七八糟。
Experiments prove this relationship to be true.	实验证明这种关系是正确的。
Explosion of a bomb or shell in the atmosphere.	空中爆炸炸弹或炮弹的空中爆炸
Fear spread through the crowd like a contagion.	人们心中的恐惧像瘟疫一样蔓延开来。
Firmness of character or action; determination.	果断，决断性格或行动的坚定；坚决
Five hundred rebels were captured and disarmed.	五百名造反者被俘获并缴了械.
For various reasons I'd prefer not to meet him.	由于各种原因，我不愿见他。
Fresh air and exercise are good for the health.	新鲜空气和运动有益于健康。
Friends are like flowers in the garden of life.	朋友就像生命之园里的花朵。
